Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:18:43,2.41,799,829713,829350,829326,1,0.5
2023-03-23 00:18:49,2.40,797,829717,829350,829326,1,0.5
2023-03-23 00:18:54,2.42,799,829715,829350,829326,1,0.5
2023-03-23 00:19:00,2.40,797,829712,829350,829326,1,0.5
2023-03-23 00:19:06,2.40,797,829710,829350,829326,1,0.5
2023-03-23 00:19:12,2.41,799,829711,829350,829326,1,0.5
2023-03-23 00:19:18,2.40,797,829713,829350,829326,1,0.5
2023-03-23 00:19:24,2.39,796,829714,829350,829326,1,0.5
2023-03-23 00:19:30,2.40,797,829713,829350,829326,1,0.5
2023-03-23 00:19:35,2.40,798,829712,829350,829326,1,0.5
2023-03-23 00:19:41,2.39,796,829713,829350,829326,1,0.5
2023-03-23 00:19:47,2.38,793,829713,829351,829326,1,0.5
2023-03-23 00:19:53,2.39,797,829711,829350,829326,1,0.5
2023-03-23 00:19:59,2.38,795,829710,829350,829326,1,0.5
2023-03-23 00:20:05,2.41,799,829712,829350,829326,1,0.5
2023-03-23 00:20:10,2.38,794,829711,829350,829326,1,0.5
2023-03-23 00:20:16,2.40,798,829708,829350,829326,1,0.5
2023-03-23 00:20:22,2.37,792,829709,829350,829326,1,0.5
2023-03-23 00:20:28,2.40,799,829712,829350,829326,1,0.5
2023-03-23 00:20:34,2.37,793,829712,829350,829326,1,0.5
2023-03-23 00:20:40,2.40,799,829709,829350,829326,1,0.5
2023-03-23 00:20:46,2.40,799,829710,829350,829326,1,0.5
2023-03-23 00:20:51,2.38,797,829710,829350,829326,1,0.5
2023-03-23 00:20:57,2.39,798,829710,829350,829326,1,0.5
2023-03-23 00:21:03,2.36,792,829711,829350,829326,1,0.5
2023-03-23 00:21:09,2.38,796,829708,829350,829326,1,0.5
2023-03-23 00:21:15,2.38,797,829709,829350,829326,1,0.5
2023-03-23 00:21:21,2.37,795,829709,829350,829326,1,0.5
2023-03-23 00:21:26,2.37,795,829706,829350,829326,1,0.5
2023-03-23 00:21:32,2.38,798,829709,829350,829326,1,0.5
2023-03-23 00:21:38,2.38,798,829712,829350,829326,1,0.5
2023-03-23 00:21:44,2.38,798,829711,829350,829326,1,0.5
2023-03-23 00:21:50,2.38,797,829711,829350,829326,1,0.5
2023-03-23 00:21:56,2.38,797,829711,829350,829326,1,0.5
2023-03-23 00:22:02,2.38,797,829711,829350,829326,1,0.5
2023-03-23 00:22:07,2.37,796,829710,829350,829326,1,0.5
2023-03-23 00:22:13,2.38,799,829710,829350,829326,1,0.5
2023-03-23 00:22:19,2.38,799,829709,829351,829326,1,0.5
2023-03-23 00:22:25,2.36,795,829709,829351,829326,1,0.5
2023-03-23 00:22:31,2.36,795,829707,829350,829326,1,0.5
2023-03-23 00:22:37,2.36,795,829707,829351,829326,1,0.5
2023-03-23 00:22:43,2.38,799,829709,829351,829326,1,0.5
2023-03-23 00:22:48,2.37,797,829709,829351,829326,1,0.5
2023-03-23 00:22:54,2.35,794,829709,829351,829326,1,0.5
2023-03-23 00:23:00,2.35,794,829708,829351,829326,1,0.5
2023-03-23 00:23:06,2.37,798,829706,829351,829326,1,0.5
